City,State,Population,Latitude,Longitude
Muskegon Heights ,MI,11623,43.2011264,-86.23894639999999
Franklin Lakes,NJ,11619,41.0167639,-74.2057011
Seven Hills ,OH,11616,41.3953304,-81.67623920000001
Grafton,WI,11613,43.3197265,-87.9534226
Fernandina Beach ,FL,11610,30.6696818,-81.46259189999999
Morgan City ,LA,11604,29.6993748,-91.20676999999999
Lilburn ,GA,11599,33.8901036,-84.14297189999999
Sedona ,AZ,11599,34.8697395,-111.7609896
Crossville ,TN,11599,35.9489566,-85.0269014
Mendota Heights ,MN,11594,44.8835768,-93.1382749
Schiller Park,IL,11573,41.95586369999999,-87.8708965
Red Bank ,TN,11573,35.1122945,-85.2941251
North Liberty ,IA,11561,41.739482,-91.60809739999999
Webb City ,MO,11532,37.1464475,-94.4630035
Seabrook ,TX,11525,29.56411839999999,-95.0254839
Alton ,TX,11523,26.2872995,-98.3133594
Cordele ,GA,11518,31.9635074,-83.7823938
Camden ,AR,11512,33.5845581,-92.8343294
Gloucester City ,NJ,11503,39.8917799,-75.1162863
Eunice ,LA,11500,30.4943669,-92.4176324
Winfield ,KS,11497,37.2397486,-96.9955918
Verona ,WI,11486,42.990831,-89.53317729999999
Norton ,OH,11472,41.0292217,-81.63817949999999
Cornelius ,OR,11464,45.5198373,-123.0598286
Northlake ,IL,11462,41.9172526,-87.8956185
Urbana ,OH,11442,40.1083912,-83.7524298
Haddonfield,NJ,11442,39.8915022,-75.03767069999999
Port Lavaca ,TX,11432,28.6149968,-96.6260892
Freehold,NJ,11425,40.2136754,-74.3000878
Yazoo City ,MS,11425,32.8551326,-90.4056468
Douglas ,GA,11413,31.5088073,-82.8498654
Cottonwood ,AZ,11412,34.7391876,-112.0098791
Hasbrouck Heights,NJ,11410,40.85815530000001,-74.0806971
Crestwood ,MO,11408,38.5569974,-90.3817845
Burr Ridge,IL,11398,41.74892029999999,-87.91839189999999
Washington ,IN,11397,38.65921520000001,-87.172789
Cloquet ,MN,11387,46.7217735,-92.46118249999999
Ravenna ,OH,11381,41.1575566,-81.2420473
Yeadon,PA,11367,39.9390017,-75.2554605
Ferndale ,WA,11359,48.8464991,-122.5910056
Tuskegee ,AL,11357,32.430237,-85.7077266
Vidalia ,GA,11355,32.2176855,-82.4134614
Choctaw ,OK,11354,35.4975625,-97.2689212
Coshocton ,OH,11353,40.2720151,-81.8595756
Emmaus,PA,11349,40.5395421,-75.4968502
Azle ,TX,11347,32.8951262,-97.5458565
New Baltimore ,MI,11346,42.6811436,-82.7368616
Somers Point ,NJ,11343,39.3160641,-74.60530469999999
Fortuna ,CA,11329,40.5981867,-124.1572756
Manassas Park ,VA,11319,38.7840035,-77.4697111
Neosho ,MO,11317,36.8689554,-94.36799599999999
Fairfield ,AL,11316,33.4859402,-86.91193659999999
Leeds ,AL,11312,53.8007554,-1.5490774
Elk City ,OK,11311,35.4119944,-99.4042592
Pine Hill,NJ,11308,39.7842813,-74.99211079999999
Ironton ,OH,11307,38.5367471,-82.6829406
Wallington,NJ,11296,40.8531553,-74.11375370000002
Shelbyville ,KY,11294,38.2120144,-85.2235666
West Point ,MS,11292,33.6076186,-88.6503254
Waunakee,WI,11290,43.1919373,-89.45567489999999
Clayton ,CA,11278,37.9410341,-121.9357925
Pontiac ,IL,11258,40.8808666,-88.62978389999999
Niles ,MI,11258,41.8297694,-86.2541768
Roma ,TX,11257,26.4088523,-99.0156554
North St. Paul ,MN,11247,45.0124657,-92.9918828
Festus ,MO,11246,38.2206101,-90.3959543
Baraboo ,WI,11244,43.4710944,-89.74429060000001
Canyon Lake ,CA,11243,33.6850215,-117.2730931
Bardstown ,KY,11242,37.8092279,-85.46690249999999
Lyndon ,KY,11242,38.2567376,-85.60162749999999
Woodinville ,WA,11240,47.7542651,-122.1634582
Alexandria ,MN,11237,45.8848164,-95.3776663
Fulton ,NY,11219,43.3228462,-76.4171585
Chamblee ,GA,11202,33.8920468,-84.29881259999999
Munhall,PA,11199,40.3922914,-79.9000499
Lakeway ,TX,11193,30.3679788,-97.99167899999999
Cambridge ,OH,11192,40.031183,-81.5884561
River Forest,IL,11176,41.8978091,-87.81394829999999
Bellmawr,NJ,11176,39.8676134,-75.0946182
Kings Mountain ,NC,11175,35.2451342,-81.34119419999999
Port Washington ,WI,11174,43.3872247,-87.875644
Shiloh,IL,11173,38.5614383,-89.8973233
Falls Church ,VA,11169,38.88233400000001,-77.1710914
Canandaigua ,NY,11168,42.887535,-77.2816984
Portland ,TN,11154,36.5817089,-86.5163833
Dobbs Ferry,NY,11134,41.0145418,-73.87263500000002
Glen Rock,NJ,11131,40.9628758,-74.1329207
Arkadelphia ,AR,11130,34.1209292,-93.0537839
Scotts Valley ,CA,11128,37.0510595,-122.0146841
Little Chute,WI,11121,44.2799872,-88.3184394
Ogdensburg ,NY,11119,44.6942291,-75.48633640000001
Lighthouse Point ,FL,11118,26.275636,-80.08726539999999
Beachwood ,OH,11108,41.4644979,-81.5087322
Lancaster,NY,11108,42.9006144,-78.6703062
Cedarburg ,WI,11101,43.2966716,-87.9875898
Fredericksburg ,TX,11098,30.2752011,-98.8719843
Bluefield ,WV,11093,37.2698395,-81.2223195
Suffern,NY,11088,41.1148179,-74.1495889
Fox Lake,IL,11087,42.3966874,-88.1836965
Magnolia ,AR,11081,33.2670725,-93.239334
Chino Valley,AZ,11078,34.7575227,-112.4537809
Glenn Heights ,TX,11078,32.5487479,-96.85666669999999
Mexico ,MO,11074,39.1730652,-91.887271
Arkansas City ,KS,11070,37.0619736,-97.0383712
Oskaloosa ,IA,11069,41.2916728,-92.6493595
Parsons ,KS,11065,37.34033840000001,-95.2610838
Kingsburg ,CA,11064,36.5138398,-119.5540175
Port Royal,SC,11064,32.3790843,-80.6926069
Fredonia,NY,11064,42.4400576,-79.3317105
Vidor ,TX,11063,30.1316001,-94.0154541
Crestwood,IL,11051,41.6611444,-87.75255109999999
Guthrie ,OK,11043,35.878937,-97.42531849999999
Plymouth ,IN,11038,41.3436554,-86.3097278
Worthington ,MN,11036,43.6210985,-95.59414360000001
Huron ,SD,11033,44.3633173,-98.21425719999999
Campton Hills,IL,11031,41.9582863,-88.4113034
Tarrytown,NY,11031,41.0762077,-73.85874609999999
Pompton Lakes,NJ,11031,41.0053753,-74.2907041
Haverstraw,NY,11029,41.1975947,-73.96458369999999
Fairburn ,GA,11024,33.5670562,-84.5810418
Bolivar ,MO,11013,37.6144838,-93.4104749
Blackfoot ,ID,11012,43.19047090000001,-112.3449773
Campbellsville ,KY,11010,37.3433974,-85.3419069
Lewisburg ,TN,11003,35.4492404,-86.7888887
Rochester ,MI,11002,42.680588,-83.1338214
St. Albans ,WV,10996,38.3793695,-81.8191658
Artesia ,NM,10994,32.8423345,-104.4032962
Ontario ,OR,10991,44.0265525,-116.9629378
Spencer ,IA,10986,43.1450748,-95.144318
Cedar Lake,IN,10981,41.3647578,-87.4411473
Wood River ,IL,10973,38.861159,-90.0976069
Healdsburg ,CA,10971,38.6104658,-122.8691609
St. Peter ,MN,10971,44.3258932,-93.955691
South Lyon ,MI,10959,42.46059,-83.6516063
Grosse Pointe Park ,MI,10956,42.3758708,-82.93741589999999
Lake Grove,NY,10948,40.8528761,-73.1151102
Burlington ,WI,10930,42.6780726,-88.27620259999999
Vernon ,TX,10924,34.1545306,-99.2650804
Sturgis ,MI,10916,41.799217,-85.41914820000001
Newberry ,SC,10907,34.2745833,-81.6187178
Fort Madison ,IA,10897,40.6297634,-91.31453499999999
Signal Hill ,CA,10882,33.8044614,-118.1678456
Suamico,WI,10881,44.6319369,-88.0392708
Sedro-Woolley ,WA,10871,48.50389,-122.23611
Trenton ,OH,10866,39.4808905,-84.45772219999999
Lincolnton ,NC,10859,35.473745,-81.2545251
West Richland ,WA,10857,46.3043015,-119.3614092
Ridgefield,NJ,10851,40.8342669,-74.00875049999999
Camp Verde,AZ,10849,34.5636358,-111.8543178
Hillsborough,CA,10844,37.5741032,-122.3794163
Beachwood,NJ,10835,39.9390069,-74.1929188
Sierra Madre ,CA,10834,34.1616729,-118.0528456
Wabash ,IN,10815,40.797821,-85.8205411
Benton Harbor ,MI,10814,42.1167065,-86.45418939999999
Merriam ,KS,10814,39.0236165,-94.6935701
Palatka ,FL,10813,29.6485801,-81.6375819
Indianola ,MS,10805,33.4509513,-90.6550917
Marinette ,WI,10800,45.0999849,-87.6306623
Manville,NJ,10800,40.5409367,-74.5876569
Maryville ,MO,10800,40.3461017,-94.8724706
Lawrenceburg ,TN,10778,35.2423023,-87.33473889999999
El Campo ,TX,10773,29.19664049999999,-96.2696867
Clute ,TX,10765,29.0246906,-95.3988291
Vermilion ,OH,10754,41.4219889,-82.36460679999999
Calera ,AL,10742,33.1028965,-86.7535975
Norcross ,GA,10737,33.9412127,-84.2135309
Galion ,OH,10737,40.7336687,-82.78990259999999
Struthers ,OH,10734,41.0525588,-80.6078509
Greensburg ,IN,10730,39.3372722,-85.483581
Oneida ,NY,10723,43.0925684,-75.65129309999999
Sebring ,FL,10714,27.495592,-81.440907
Town and Country ,MO,10710,38.6122751,-90.46345319999999
South Miami ,FL,10707,25.7050697,-80.2907618
Kennett ,MO,10707,36.2361762,-90.0556493
Guymon ,OK,10702,36.6828041,-101.4815493
Westwood,NJ,10699,40.9912087,-74.0326395
Lansing ,KS,10691,39.2486126,-94.90024129999999
Enumclaw ,WA,10684,47.2042681,-121.9915003
Chatham,IL,10676,39.676163,-89.70454389999999
River Edge,NJ,10674,40.92870980000001,-74.0398622
Webster ,TX,10665,29.5377315,-95.1182645
Bonham ,TX,10660,33.5773275,-96.1783111
Sweetwater ,TX,10657,32.4709519,-100.4059384
Orange Cove ,CA,10641,36.624394,-119.3137301
Lansdowne,PA,10638,39.9381682,-75.2718507
Lincoln Park,NJ,10635,40.9242652,-74.3020933
Aliquippa ,PA,10631,40.615537,-80.26218519999999
Mebane ,NC,10624,36.0959715,-79.2669619
Totowa,NJ,10621,40.9050988,-74.20986789999999
Grand Haven ,MI,10608,43.0630734,-86.22838639999999
Oil City ,PA,10598,41.4339484,-79.7064413
Dallas ,GA,10584,33.9244531,-84.8413056
Petal ,MS,10575,31.3465627,-89.2600605
Richmond Hill ,GA,10571,31.9382652,-81.3034433
Lindsay ,CA,10571,36.2030064,-119.08816
Union City ,TN,10569,36.4242303,-89.0570096
Loganville ,GA,10562,33.8389977,-83.90073819999999
Keansburg,NJ,10550,40.4417743,-74.1298643
Superior,CO,10549,39.95276339999999,-105.1685977
Fort Morgan ,CO,10539,40.2502582,-103.7999509
Massena,NY,10539,44.9281049,-74.891865
Anderson ,CA,10538,40.448208,-122.2977815
Vienna ,WV,10536,39.3270191,-81.5484578
Jennings ,LA,10529,30.22242839999999,-92.657085
Guttenberg,NJ,10528,40.7920454,-74.0037505
Reading ,OH,10523,39.2236694,-84.44216410000001
Minooka,IL,10514,41.4553084,-88.2617305
Coldwater ,MI,10514,41.9403263,-85.00052149999999
Vermillion ,SD,10495,42.7794417,-96.9292104
Bedford Heights ,OH,10485,41.4057717,-81.4981174
Piedmont ,CA,10481,37.8243715,-122.231635
Monroe ,WI,10481,42.60111939999999,-89.6384532
Santa Fe ,TX,10479,29.3780129,-95.1057625
Little Ferry,NJ,10477,40.8528777,-74.0420848
Waupun ,WI,10469,43.6333219,-88.72955189999999
East Grand Rapids ,MI,10467,42.941139,-85.61002769999999
Lindon ,UT,10466,40.3432857,-111.7207608
Alpena ,MI,10465,45.0616794,-83.4327528
Jesup ,GA,10459,31.6074365,-81.8853924
Montgomery ,OH,10458,39.2281143,-84.35410619999999
Kendallville ,IN,10452,41.4414384,-85.2649754
Woodbury ,NJ,10450,39.83816909999999,-75.1526774
East Rockaway,NY,10438,40.6420477,-73.6695747
Macedonia ,OH,10435,41.3174524,-81.50477719999999
Worth,IL,10426,41.6897548,-87.79727539999999
Steger,IL,10421,41.4700348,-87.636432
Burkburnett ,TX,10418,34.0978711,-98.5706134
North Branch ,MN,10417,45.5102135,-92.99310539999999
Brooklyn ,OH,10410,41.4301349,-81.7512107
Snyder ,TX,10406,32.7178862,-100.9176184
Atchison ,KS,10402,39.5630521,-95.12163559999999
Wyomissing,PA,10399,40.32953699999999,-75.9652117
Mount Kisco,NY,10393,41.2042616,-73.72707609999999
East Stroudsburg,PA,10390,40.9995386,-75.1812913
Keokuk ,IA,10387,40.4044731,-91.3963966
Cheney ,WA,10385,47.4873895,-117.5757622
Springdale ,OH,10384,39.287002,-84.48522129999999
Hope ,AR,10378,33.6670615,-93.5915665
Barrington,IL,10374,42.1539141,-88.1361888
Bound Brook,NJ,10365,40.56843629999999,-74.53848889999999
Haysville ,KS,10364,37.5644615,-97.3522675
Lumberton ,TX,10354,30.2657655,-94.1996286
Grain Valley ,MO,10352,39.0150069,-94.19855799999999
Andover ,KS,10351,37.7139041,-97.1364294
Mendota ,CA,10339,36.7535611,-120.3815574
Morro Bay ,CA,10333,35.3659445,-120.8499924
Silver City,NM,10329,32.770075,-108.280326
Robinson ,TX,10327,31.4676687,-97.1147225
Brownsville ,TN,10316,35.5939671,-89.26229099999999
Coffeyville ,KS,10312,37.0373005,-95.6163665
Denham Springs ,LA,10308,30.48685639999999,-90.95621249999999
Davidson,NC,10305,35.4993031,-80.8486846
Platteville ,WI,10297,42.73416,-90.4784621
Boerne ,TX,10283,29.79466409999999,-98.7319703
Corning ,NY,10281,42.1428521,-77.05469029999999
Leon Valley ,TX,10269,29.4924424,-98.61057029999999
Doraville ,GA,10268,33.8981579,-84.2832564
Coolidge ,AZ,10261,32.977839,-111.517624
Tarboro,NC,10257,35.8968236,-77.5358049
Big Rapids ,MI,10257,43.6980782,-85.4836557
Wasilla ,AK,10256,61.5813889,-149.4394444
Celina ,OH,10255,40.5489358,-84.5702338
Sauk Village,IL,10254,41.4883685,-87.5675414
Pleasant Grove ,AL,10254,33.4909405,-86.9702714
West Haverstraw,NY,10252,41.2095389,-73.9854177
Lyons,IL,10250,41.8133651,-87.8181128
Gulf Shores ,AL,10248,30.2460361,-87.70081929999999
Cadillac ,MI,10245,44.2519526,-85.40116189999999
Bellefontaine Neighbors ,MO,10241,38.7403281,-90.2265001
Tomball ,TX,10234,30.0971621,-95.6160549
Newman ,CA,10226,37.3138267,-121.0207614
Summit,IL,10223,41.7880876,-87.810334
Fairmont ,MN,10221,43.65217750000001,-94.46108319999999
Berwick,PA,10216,41.0545292,-76.23326759999999
Sleepy Hollow,NY,10212,41.085652,-73.85846839999999
Van Wert ,OH,10211,40.8694927,-84.58412229999999
Martin ,TN,10208,36.3433965,-88.8503379
Pella ,IA,10208,41.4080327,-92.91640500000001
Galena Park ,TX,10207,29.7335616,-95.23021229999999
Nanticoke ,PA,10199,41.2053599,-76.00492299999999
Shasta Lake ,CA,10192,40.6804279,-122.3708419
Mayfield ,KY,10186,36.7417235,-88.6367154
Weatherford ,OK,10185,35.5261633,-98.7075744
Richmond Heights ,OH,10174,41.5528288,-81.5101208
Millington ,TN,10165,35.3414744,-89.8973084
Cape Canaveral ,FL,10147,28.3922182,-80.60771319999999
Greencastle ,IN,10145,39.6444898,-86.8647316
Andrews ,TX,10142,32.31871580000001,-102.5457155
Lexington ,NE,10126,40.7808398,-99.74150449999999
Cedartown ,GA,10123,34.0112715,-85.25658229999999
Washington ,NC,10112,35.54655169999999,-77.0521742
Westwego ,LA,10098,29.9060388,-90.14229619999999
Prineville ,OR,10085,44.2998485,-120.8344664
Mount Holly ,NC,10081,35.2981943,-81.01590809999999
Jacksonville ,AL,10077,33.8137125,-85.76135359999999
East Rutherford,NJ,10074,40.833989,-74.0970865
Lantana,FL,10071,26.5867358,-80.05198589999999
Girard ,OH,10069,41.1539465,-80.7014662
Farmersville ,CA,10056,36.2977283,-119.2067767
Sussex,WI,10048,43.1338972,-88.2220372
White House ,TN,10048,36.4703232,-86.65138449999999
Columbia,PA,10033,40.0337085,-76.50440979999999
Riverton ,WY,10032,43.0249592,-108.3801036
Fort Mill,SC,10032,35.0073697,-80.94507589999999
Dunn ,NC,10029,35.3062743,-78.6089028
Manchester ,TN,10012,35.4817431,-86.0885993
Spearfish ,SD,10010,44.4908172,-103.8593698
DeRidder ,LA,10008,30.8463055,-93.2890527
Placerville ,CA,9994,38.7296252,-120.798546
River Grove,IL,9992,41.9258642,-87.83589429999999
Carroll ,IA,9985,42.0655986,-94.86727929999999
Winfield,IL,9984,41.8616956,-88.1609031
Lancaster ,SC,9981,34.7204257,-80.7709014
Lawrenceburg ,KY,9978,38.0372967,-84.8966171
Lovington ,NM,9975,32.9440077,-103.3485543
Paris ,TN,9966,36.3020023,-88.32671069999999
Exeter ,CA,9963,36.2960613,-119.1420517
Valley ,AL,9962,32.8187406,-85.1793852
Waynesboro,PA,9947,39.755927,-77.57776919999999
Newport ,OR,9943,44.6367836,-124.0534505
Marysville ,MI,9943,42.9125305,-82.4868599
Florida City ,FL,9935,25.4478898,-80.47922369999999
Waconia ,MN,9934,44.8504317,-93.7876429
Bethalto,IL,9933,38.9092138,-90.0406608
Middlesborough ,KY,9929,36.6072567,-83.7142848
St. Pete Beach ,FL,9927,27.7205407,-82.74300149999999
Forest Acres ,SC,9925,34.019322,-80.98981280000001
Jacinto City ,TX,9923,29.7674495,-95.2338233
Great Neck,NY,9923,40.8006567,-73.7284647
Amityville,NY,9920,40.6789893,-73.4170673
Portage ,WI,9919,43.5391486,-89.46262019999999
Glenpool ,OK,9914,35.9553737,-96.00888429999999
Elgin ,TX,9909,30.3496528,-97.3702735
Darby,PA,9903,39.9184461,-75.2590721
Sonoma ,CA,9893,38.291859,-122.4580356
Newcastle ,WA,9885,47.5389889,-122.1556769
Alpine ,UT,9885,40.4532833,-111.7779865
Weddington,NC,9882,35.0223708,-80.7609035
Waynesville,NC,9877,35.4887145,-82.98874769999999
Winslow ,AZ,9867,35.0241873,-110.6973571
Beverly Hills,MI,9865,42.516131,-83.2625577
Jeannette ,PA,9859,40.3281246,-79.6153198
Ecorse ,MI,9858,42.2444833,-83.1457569
Harvard ,IL,9855,42.422241,-88.61371009999999
Astoria ,OR,9851,46.1878841,-123.8312534
Hillsdale,NJ,9848,41.0025975,-74.0404175
Rochelle ,IL,9847,41.9239178,-89.0687073
Northampton,PA,9841,40.6862075,-75.4968501
Potsdam,NY,9841,44.6697805,-74.9813084
Troy ,IL,9840,38.7292147,-89.8831541
Farmington ,MI,9839,42.4644795,-83.37632180000001
Heber ,UT,9830,40.5070087,-111.4133234
Bel Air,MD,9826,39.5359406,-76.34829309999999
Safford ,AZ,9823,32.8339546,-109.70758
Sunbury ,PA,9819,40.862585,-76.79441039999999
Waterloo ,IL,9813,38.3358857,-90.14983409999999
Melvindale ,MI,9812,42.2825383,-83.175203
Peru ,IL,9810,41.3275349,-89.1289728
Rockport ,TX,9810,28.0205733,-97.0544341
Cairo ,GA,9809,30.8774132,-84.2012897
Jackson,WY,9806,43.4799291,-110.7624282
Fairview ,OR,9805,45.5384529,-122.4339803
Orange City ,FL,9799,28.9488761,-81.2986741
Big Lake ,MN,9795,45.3331421,-93.7335062
The Village ,OK,9769,35.5608899,-97.55142939999999
Watervliet ,NY,9765,42.7300783,-73.7012299
Mission ,KS,9765,39.0277832,-94.6557914
Harrisonville ,MO,9749,38.6533445,-94.3488372
Highland ,IL,9748,38.7394918,-89.6712008
Key Biscayne,FL,9735,25.693713,-80.1628248
St. Francis ,WI,9733,42.9716437,-87.8758939
Edgewood ,WA,9711,47.25010049999999,-122.293732
Sumner ,WA,9704,47.2031566,-122.2403966
Howell ,MI,9694,42.6072552,-83.9293952
Espanola ,NM,9691,35.9910383,-106.0818233
Union ,MO,9684,38.4500517,-91.00847619999999
Pleasanton ,TX,9681,28.967194,-98.4786269
Irondale ,AL,9677,33.5381601,-86.70721019999999
Merrill ,WI,9670,45.1805223,-89.683459
Fort Oglethorpe ,GA,9663,34.9489645,-85.2569
Jefferson Hills,PA,9660,40.2911809,-79.93199419999999
Silverton ,OR,9649,45.0051213,-122.7831455
Sugar Grove,IL,9645,41.7614181,-88.443686
North Bend ,OR,9636,43.4065012,-124.2242803
Bristol,PA,9635,40.1006661,-74.8518311
Edgewater,NJ,9635,40.8270448,-73.97569399999999
Clinton ,TN,9625,36.1034126,-84.1318632
Capitola ,CA,9612,36.9752283,-121.953293
Arden Hills ,MN,9608,45.0502435,-93.1566112
Monmouth ,OR,9607,44.8484524,-123.2339888
Laurens ,SC,9599,34.4990116,-82.0142597
New Hyde Park,NY,9596,40.7351018,-73.6879082
Morrisville,PA,9594,40.2114977,-74.7879399
Steamboat Springs ,CO,9592,40.4849769,-106.8317158
Storm Lake ,IA,9591,42.6430359,-95.2019399
London ,OH,9587,39.8864493,-83.4482529
Emeryville ,CA,9583,37.831316,-122.2852473
Harrisburg ,IL,9582,37.7383812,-88.540607
Kinnelon,NJ,9582,41.0017644,-74.367096
Bellmead ,TX,9579,31.5940545,-97.1088903
Havre ,MT,9575,48.549999,-109.6840887
Decatur ,IN,9574,40.830603,-84.9291329
Little Canada ,MN,9570,45.02691009999999,-93.0877196
Perry ,IA,9569,41.8385964,-94.10717969999999
Rye Brook,NY,9568,41.0192641,-73.68346210000001
